buy,240.6596
sell,377.26886,56.764515
buy,380.6247
sell,2855.1265,650.1159
buy,2555.8813
sell,2934.139,14.799497
buy,3838.4817
sell,4198.3228,9.374568
buy,2681.4858
sell,2972.485,10.852165
buy,3314.4785
sell,2936.941,-11.390558

