buy,186.065
sell,190.56,2.41582
buy,189.66501
sell,213.54,12.587975
buy,209.575
sell,206.88,-1.2859321
buy,224.86499
sell,224.38,-0.21567845
buy,232.325
sell,263.62,13.470353
buy,267.26
sell,289.46,8.306511
buy,288.72998
sell,283.94,-1.6589818
buy,274.77502
sell,278.29,1.2792226
buy,279.475
sell,279.34,-0.04830835
buy,281.225
sell,280.63,-0.2115748
buy,295.2
sell,316.51,7.2188334
buy,314.265
sell,325.4,3.5431814
buy,329.315
sell,343.6,4.3377934

