buy,0.402827
sell,2.638762,555.06085
buy,2.7450476
sell,2.899253,5.617583
buy,4.1734753
sell,3.395218,-18.647705
buy,1.0670795
sell,0.746244,-30.066692
buy,1.1061134
sell,1.49555,35.207657
buy,1.6321499
sell,1.794812,9.966121
buy,1.5391605
sell,1.773381,15.217419
buy,2.206655
sell,3.108966,40.890446
buy,4.6389174
sell,4.921383,6.0890384
buy,5.51377
sell,7.579539,37.46563
buy,4.6999874
sell,4.139933,-11.91608
buy,2.1989527
sell,3.363837,52.974503
buy,2.852273
sell,4.47976,57.059307
buy,3.393137
sell,3.13652,-7.5628266
buy,3.5069184
sell,2.796692,-20.252155
buy,3.0736055
sell,4.480093,45.76018
buy,4.626143
sell,4.377839,-5.3674064
buy,5.0227823
sell,4.877337,-2.8957126
buy,5.5495005
sell,50.366264,807.582
buy,47.55583
sell,36.097626,-24.094212
buy,45.2166
sell,233.86015,417.1998

