buy,33.524063
sell,29.057972,-13.322046
buy,35.670654
sell,110.602165,210.06487
buy,140.47136
sell,147.53712,5.03004
buy,146.42589
sell,134.73883,-7.9815516
buy,167.97525
sell,125.00433,-25.581697
buy,168.39542
sell,129.09122,-23.34042
buy,171.86418
sell,283.59702,65.01229
buy,331.92987
sell,439.36105,32.365627
buy,461.00922
sell,462.4811,0.31927633
buy,471.2829
sell,526.23645,11.660418
buy,526.7014
sell,740.5486,40.601215

