buy,9608.299
sell,10280.352,6.994503
buy,10636.162
sell,57828.05,443.69284
buy,40001.938
sell,42843.8,7.1043143
buy,56109.457
sell,57569.074,2.6013746
buy,42237.54
sell,38062.04,-9.885756
buy,41716.457
sell,40527.363,-2.8504188

