buy,252.89249
sell,221.609,-12.370274
buy,266.51752
sell,11403.7,4178.781
buy,9730.575
sell,8269.81,-15.012119
buy,5048.305
sell,8205.939,62.548405
buy,9337.051
sell,5563.707,-40.412586
buy,8957.951
sell,35697.605,298.5019
buy,48634.234
sell,48628.51,-0.011766724

