buy,24.892635
sell,24.596882,-1.1881164
buy,23.627304
sell,39.6098,67.64417
buy,39.93365
sell,44.671585,11.864515
buy,49.300964
sell,47.44801,-3.7584555
buy,38.135
sell,39.66,3.9989552

