buy,211.5
sell,214.58,1.4562656
buy,196.935
sell,202.38,2.7648754
buy,191.45001
sell,204.22,6.6701427
buy,204.51001
sell,207.86,1.6380571
buy,212.975
sell,218.75,2.711583
buy,177.075
sell,190.19,7.4064693
buy,188.355
sell,182.65,-3.0288563

