buy,13.402285
sell,17.592272,31.263233
buy,17.717335
sell,18.079351,2.0432909
buy,16.800602
sell,17.747969,5.6388855
buy,18.031239
sell,50.829178,181.8951
buy,51.049644
sell,75.10743,47.126255
buy,73.03257
sell,140.60904,92.52923
buy,159.16348
sell,195.85013,23.049664
buy,214.30785
sell,218.90894,2.1469533
buy,221.25551
sell,195.97116,-11.42767

