buy,0.32891
sell,0.224226,-31.82755
buy,0.302252
sell,0.23407,-22.557997
buy,0.3134755
sell,0.654082,108.65491
buy,1.011236
sell,1.397854,38.232224
buy,2.3667464
sell,1.75224,-25.964188
buy,2.069575
sell,20.219671,876.99634
buy,28.785686
sell,20.292906,-29.503485
buy,25.301044
sell,17.316067,-31.559872
buy,23.112791
sell,16.559582,-28.353172
buy,21.964771
sell,16.004162,-27.137133
buy,22.459286
sell,18.531078,-17.490349
buy,22.940407
sell,17.023567,-25.792217
buy,24.954409
sell,22.047684,-11.648142
buy,21.467823
sell,17.899004,-16.624039
buy,25.262707
sell,19.295403,-23.621
buy,24.48817
sell,24.599022,0.45267278
buy,31.190346
sell,37.417072,19.963634
buy,44.564205
sell,277.52,522.74194

